date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:22:05	8274/8274	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Sep%202020%2014:14:42%20GMT	https://brunoperetti.com.br/wp-content/uploads/2020/09/5202-231x300.jpg	C:/My%20Web%20Sites/Page/brunoperetti.com.br/wp-content/uploads/2020/09/5202-231x300.jpg	(from https://brunoperettiblog.blogspot.com/2021/06/4-exercicios-para-tornear-o-bumbum.html)
12:22:06	10324/10324	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Sep%202020%2015:19:28%20GMT	https://brunoperetti.com.br/wp-content/uploads/2020/09/download.jpg	C:/My%20Web%20Sites/Page/brunoperetti.com.br/wp-content/uploads/2020/09/download.jpg	(from https://brunoperettiblog.blogspot.com/2021/06/4-exercicios-para-tornear-o-bumbum.html)
12:22:06	18267/18267	---M--	200	added ('OK')	text/javascript	date:Fri,%2025%20Jun%202021%2010:15:49%20GMT	https://www.blogger.com/static/v1/jsbin/1639926472-comment_from_post_iframe.js	C:/My%20Web%20Sites/Page/www.blogger.com/static/v1/jsbin/1639926472-comment_from_post_iframe.js	(from https://brunoperettiblog.blogspot.com/2021/06/4-exercicios-para-tornear-o-bumbum.html)
12:22:07	2642045/2642045	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Sep%202020%2015:53:33%20GMT	https://brunoperetti.com.br/wp-content/uploads/2020/09/Dica-de-ouro-para-a-pele-perfeita.png	C:/My%20Web%20Sites/Page/brunoperetti.com.br/wp-content/uploads/2020/09/Dica-de-ouro-para-a-pele-perfeita.png	(from https://brunoperettiblog.blogspot.com/2021/06/4-exercicios-para-tornear-o-bumbum.html)
12:22:07	89368/89368	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Jun%202021%2015:21:53%20GMT	https://brunoperettiblog.blogspot.com/2021/06/empresa-sim-voce-e-uma-empresa-21082017.html	C:/My%20Web%20Sites/Page/brunoperettiblog.blogspot.com/2021/06/empresa-sim-voce-e-uma-empresa-21082017.html	(from https://brunoperettiblog.blogspot.com/2021/06/4-exercicios-para-tornear-o-bumbum.html)
12:22:08	93261/93261	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Jun%202021%2015:21:53%20GMT	https://brunoperettiblog.blogspot.com/2021/06/atividade-fisica-e-psicologia-21082017.html	C:/My%20Web%20Sites/Page/brunoperettiblog.blogspot.com/2021/06/atividade-fisica-e-psicologia-21082017.html	(from https://brunoperettiblog.blogspot.com/2021/06/4-exercicios-para-tornear-o-bumbum.html)
12:22:08	1359/1359	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://brunoperettiblog.blogspot.com/feeds/2789727951284182867/comments/default	C:/My%20Web%20Sites/Page/brunoperettiblog.blogspot.com/feeds/2789727951284182867/comments/default	(from https://brunoperettiblog.blogspot.com/2021/06/quer-afinar-cintura-5-alimentos-que.html)
12:22:08	7869/7869	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jul%202020%2000:38:54%20GMT	https://brunoperetti.com.br/wp-content/uploads/2020/07/reduzir-a-cintura-500x334-1-300x200.jpg	C:/My%20Web%20Sites/Page/brunoperetti.com.br/wp-content/uploads/2020/07/reduzir-a-cintura-500x334-1-300x200.jpg	(from https://brunoperettiblog.blogspot.com/2021/06/quer-afinar-cintura-5-alimentos-que.html)
12:22:09	11144/11144	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jul%202020%2000:38:57%20GMT	https://brunoperetti.com.br/wp-content/uploads/2020/07/Salsinha-300x160.jpg	C:/My%20Web%20Sites/Page/brunoperetti.com.br/wp-content/uploads/2020/07/Salsinha-300x160.jpg	(from https://brunoperettiblog.blogspot.com/2021/06/quer-afinar-cintura-5-alimentos-que.html)
12:22:10	15473/15473	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jul%202020%2000:38:52%20GMT	https://brunoperetti.com.br/wp-content/uploads/2020/07/Linha%c3%a7a-300x172.jpg	C:/My%20Web%20Sites/Page/brunoperetti.com.br/wp-content/uploads/2020/07/Linha%c3%a7a-300x172.jpg	(from https://brunoperettiblog.blogspot.com/2021/06/quer-afinar-cintura-5-alimentos-que.html)
12:22:10	16609/16609	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jul%202020%2000:38:47%20GMT	https://brunoperetti.com.br/wp-content/uploads/2020/07/Aveia-300x200.jpg	C:/My%20Web%20Sites/Page/brunoperetti.com.br/wp-content/uploads/2020/07/Aveia-300x200.jpg	(from https://brunoperettiblog.blogspot.com/2021/06/quer-afinar-cintura-5-alimentos-que.html)
